EXEC_FULLNAME,CO_PER_ROL,CONAME,SALARY,AGE,EXECRANKANN,TDC1,TDC1_PCT,GVKEY,EXECID,YEAR,GENDER,TICKER
Omkaram Nalamasu,48106,APPLIED MATERIALS INC,460,57,,,,1704,45164,2015,MALE,AMAT
Ginetto Addiego,51954,APPLIED MATERIALS INC,457.692,56,7,3367.382,,1704,31093,2015,MALE,AMAT
Gary E. Dickerson,46415,APPLIED MATERIALS INC,1019.231,59,5,19680.422,8.775,1704,13932,2016,MALE,AMAT
Ali Salehpour,48103,APPLIED MATERIALS INC,560.577,55,2,6271.614,42.073,1704,45162,2016,MALE,AMAT
Robert J. Halliday,48104,APPLIED MATERIALS INC,637.019,62,1,8220.638,41.162,1704,12858,2016,MALE,AMAT
Thomas F. Larkins,48105,APPLIED MATERIALS INC,489.231,55,3,4630.027,50.672,1704,11060,2016,MALE,AMAT
Omkaram Nalamasu,48106,APPLIED MATERIALS INC,468.846,58,4,4645.017,,1704,45164,2016,MALE,AMAT
Gary E. Dickerson,46415,APPLIED MATERIALS INC,1000,60,1,4478.204,-77.245,1704,13932,2017,MALE,AMAT
Ali Salehpour,48103,APPLIED MATERIALS INC,591.346,56,4,1663.694,-73.473,1704,45162,2017,MALE,AMAT
Robert J. Halliday,48104,APPLIED MATERIALS INC,625,63,3,1751.455,-78.694,1704,12858,2017,MALE,AMAT
Thomas F. Larkins,48105,APPLIED MATERIALS INC,480,56,6,1195.667,-74.176,1704,11060,2017,MALE,AMAT
Omkaram Nalamasu,48106,APPLIED MATERIALS INC,484.808,59,5,1267.901,-72.704,1704,45164,2017,MALE,AMAT
Daniel J. Durn,59847,APPLIED MATERIALS INC,138.462,51,2,1049.701,,1704,54887,2017,MALE,AMAT
Gary E. Dickerson,46415,APPLIED MATERIALS INC,1000,61,1,14064.54,214.067,1704,13932,2018,MALE,AMAT
Ali Salehpour,48103,APPLIED MATERIALS INC,600,57,3,4814.369,189.378,1704,45162,2018,MALE,AMAT
Daniel J. Durn,59847,APPLIED MATERIALS INC,600,52,2,6674.811,535.877,1704,54887,2018,MALE,AMAT
Steve G. Ghanayem,60878,APPLIED MATERIALS INC,549.039,52,4,5781.628,,1704,55785,2018,MALE,AMAT
Prabu G. Raja,60879,APPLIED MATERIALS INC,549.039,56,,5870.524,,1704,55786,2018,MALE,AMAT
Gary E. Dickerson,46415,APPLIED MATERIALS INC,1024.808,62,1,14072.395,0.056,1704,13932,2019,MALE,AMAT
Ali Salehpour,48103,APPLIED MATERIALS INC,620.673,58,2,4976.182,3.361,1704,45162,2019,MALE,AMAT
Daniel J. Durn,59847,APPLIED MATERIALS INC,620.673,53,3,5145.4,-22.913,1704,54887,2019,MALE,AMAT
Steve G. Ghanayem,60878,APPLIED MATERIALS INC,564.058,53,4,3967.354,-31.38,1704,55785,2019,MALE,AMAT
Prabu G. Raja,60879,APPLIED MATERIALS INC,564.058,57,5,3903.603,-33.505,1704,55786,2019,MALE,AMAT
John Daniel Rice,25173,ARCHER-DANIELS-MIDLAND CO,885.4,56,4,2306.72,-26.879,1722,24553,2010,MALE,ADM
David J. Smith,26369,ARCHER-DANIELS-MIDLAND CO,901.4,55,3,2482.863,17.958,1722,25623,2010,MALE,ADM
Patricia A. Woertz,31699,ARCHER-DANIELS-MIDLAND CO,1300,57,2,19432.65,199.667,1722,24742,2010,FEMALE,ADM
Steven R. Mills,35833,ARCHER-DANIELS-MIDLAND CO,750,54,5,2031.064,28.401,1722,34114,2010,MALE,ADM
Michael D'Ambrose,42902,ARCHER-DANIELS-MIDLAND CO,700,52,1,1708.765,,1722,13887,2010,MALE,ADM
John Daniel Rice,25173,ARCHER-DANIELS-MIDLAND CO,928.469,57,2,5527.124,139.61,1722,24553,2011,MALE,ADM
David J. Smith,26369,ARCHER-DANIELS-MIDLAND CO,901.4,56,3,2393.874,-3.584,1722,25623,2011,MALE,ADM
Patricia A. Woertz,31699,ARCHER-DANIELS-MIDLAND CO,1300,58,1,7842.195,-59.644,1722,24742,2011,FEMALE,ADM
Steven R. Mills,35833,ARCHER-DANIELS-MIDLAND CO,750,55,4,3763.126,85.279,1722,34114,2011,MALE,ADM
Ray Guy Young,44351,ARCHER-DANIELS-MIDLAND CO,500,49,5,1859.437,,1722,36277,2011,MALE,ADM
Juan Ricardo Luciano,44352,ARCHER-DANIELS-MIDLAND CO,204.808,50,6,10059.921,,1722,41788,2011,MALE,ADM
John Daniel Rice,25173,ARCHER-DANIELS-MIDLAND CO,950.004,58,1,3304.136,-40.22,1722,24553,2012,MALE,ADM
David J. Smith,26369,ARCHER-DANIELS-MIDLAND CO,450.7,57,5,2080.849,-13.076,1722,25623,2012,MALE,ADM
Patricia A. Woertz,31699,ARCHER-DANIELS-MIDLAND CO,650,59,2,8307.377,5.932,1722,24742,2012,FEMALE,ADM
Steven R. Mills,35833,ARCHER-DANIELS-MIDLAND CO,515.385,56,3,2633.827,-30.01,1722,34114,2012,MALE,ADM
Ray Guy Young,44351,ARCHER-DANIELS-MIDLAND CO,383.333,50,6,2503.273,34.625,1722,36277,2012,MALE,ADM
Juan Ricardo Luciano,44352,ARCHER-DANIELS-MIDLAND CO,465,51,4,4097.397,-59.27,1722,41788,2012,MALE,ADM
Matthew J. Jansen,46632,ARCHER-DANIELS-MIDLAND CO,306.668,46,7,1974.166,,1722,43836,2012,MALE,ADM
Patricia A. Woertz,31699,ARCHER-DANIELS-MIDLAND CO,1300,60,2,4901.315,-41,1722,24742,2013,FEMALE,ADM
Ray Guy Young,44351,ARCHER-DANIELS-MIDLAND CO,775,51,4,2181.595,-12.85,1722,36277,2013,MALE,ADM
Juan Ricardo Luciano,44352,ARCHER-DANIELS-MIDLAND CO,945,52,3,2777.874,-32.204,1722,41788,2013,MALE,ADM
Craig E. Huss,48330,ARCHER-DANIELS-MIDLAND CO,544.168,61,5,2285.225,,1722,45364,2013,MALE,ADM
D. Cameron Findlay,48331,ARCHER-DANIELS-MIDLAND CO,350,54,1,6272.88,,1722,26592,2013,MALE,ADM
Patricia A. Woertz,31699,ARCHER-DANIELS-MIDLAND CO,1383.459,61,1,16311.521,232.799,1722,24742,2014,FEMALE,ADM
Ray Guy Young,44351,ARCHER-DANIELS-MIDLAND CO,795.837,52,3,6860.64,214.478,1722,36277,2014,MALE,ADM
Juan Ricardo Luciano,44352,ARCHER-DANIELS-MIDLAND CO,990.84,53,2,9133.121,228.781,1722,41788,2014,MALE,ADM
D. Cameron Findlay,48331,ARCHER-DANIELS-MIDLAND CO,700,55,4,4012.471,-36.035,1722,26592,2014,MALE,ADM
Joseph Daniel Taets,50449,ARCHER-DANIELS-MIDLAND CO,650.004,48,5,4002.844,,1722,47229,2014,MALE,ADM
Patricia A. Woertz,31699,ARCHER-DANIELS-MIDLAND CO,1400,62,1,20657.304,26.642,1722,24742,2015,FEMALE,ADM
Ray Guy Young,44351,ARCHER-DANIELS-MIDLAND CO,820.874,53,3,6434,-6.219,1722,36277,2015,MALE,ADM
Juan Ricardo Luciano,44352,ARCHER-DANIELS-MIDLAND CO,1200,54,2,10485.534,14.808,1722,41788,2015,MALE,ADM
D. Cameron Findlay,48331,ARCHER-DANIELS-MIDLAND CO,700,56,4,4063.311,1.267,1722,26592,2015,MALE,ADM
Joseph Daniel Taets,50449,ARCHER-DANIELS-MIDLAND CO,666.264,49,5,4535.503,13.307,1722,47229,2015,MALE,ADM
Ray Guy Young,44351,ARCHER-DANIELS-MIDLAND CO,825.048,54,3,5588.504,-13.141,1722,36277,2016,MALE,ADM
Juan Ricardo Luciano,44352,ARCHER-DANIELS-MIDLAND CO,1283.34,55,2,13963.197,33.166,1722,41788,2016,MALE,ADM
D. Cameron Findlay,48331,ARCHER-DANIELS-MIDLAND CO,700,57,5,3464.498,-14.737,1722,26592,2016,MALE,ADM
Joseph Daniel Taets,50449,ARCHER-DANIELS-MIDLAND CO,700.008,50,4,3299.179,-27.259,1722,47229,2016,MALE,ADM
Gregory A. Morris,54038,ARCHER-DANIELS-MIDLAND CO,650.004,44,1,3061.271,,1722,50383,2016,MALE,ADM
Ray Guy Young,44351,ARCHER-DANIELS-MIDLAND CO,825.048,55,2,1772.358,-68.286,1722,36277,2017,MALE,ADM
Juan Ricardo Luciano,44352,ARCHER-DANIELS-MIDLAND CO,1300.008,56,1,3632.46,-73.985,1722,41788,2017,MALE,ADM
D. Cameron Findlay,48331,ARCHER-DANIELS-MIDLAND CO,700,58,4,1324.509,-61.769,1722,26592,2017,MALE,ADM
Joseph Daniel Taets,50449,ARCHER-DANIELS-MIDLAND CO,700.008,51,3,1298.951,-60.628,1722,47229,2017,MALE,ADM
Gregory A. Morris,54038,ARCHER-DANIELS-MIDLAND CO,650.004,45,5,1201.536,-60.75,1722,50383,2017,MALE,ADM
Ray Guy Young,44351,ARCHER-DANIELS-MIDLAND CO,825.048,56,2,3021.627,70.486,1722,36277,2018,MALE,ADM
Juan Ricardo Luciano,44352,ARCHER-DANIELS-MIDLAND CO,1300.008,57,1,6399.263,76.169,1722,41788,2018,MALE,ADM
Joseph Daniel Taets,50449,ARCHER-DANIELS-MIDLAND CO,700.008,52,3,3705.952,185.303,1722,47229,2018,MALE,ADM
Gregory A. Morris,54038,ARCHER-DANIELS-MIDLAND CO,650.004,46,4,1926.236,60.314,1722,50383,2018,MALE,ADM
Christopher M. Cuddy,61554,ARCHER-DANIELS-MIDLAND CO,600,44,5,1719.507,,1722,56361,2018,MALE,ADM
Ray Guy Young,44351,ARCHER-DANIELS-MIDLAND CO,845.848,57,2,6763.284,123.829,1722,36277,2019,MALE,ADM
Juan Ricardo Luciano,44352,ARCHER-DANIELS-MIDLAND CO,1383.338,58,1,18047.123,182.019,1722,41788,2019,MALE,ADM
Joseph Daniel Taets,50449,ARCHER-DANIELS-MIDLAND CO,701.804,53,3,4458.051,20.294,1722,47229,2019,MALE,ADM
Gregory A. Morris,54038,ARCHER-DANIELS-MIDLAND CO,670.834,47,4,4300.123,123.24,1722,50383,2019,MALE,ADM
Vincent F. Macciocchi,63510,ARCHER-DANIELS-MIDLAND CO,669.168,53,5,4295.383,,1722,58047,2019,MALE,ADM
Carl Bass,25457,AUTODESK INC,920.769,53,1,6060.68,2.753,1878,24798,2010,MALE,ADSK
George M. Bado,29464,AUTODESK INC,491.077,56,3,2327.435,19.648,1878,13083,2010,MALE,ADSK
Jay H. Bhatt,42482,AUTODESK INC,448.718,42,4,1871.305,31.079,1878,40062,2010,MALE,ADSK
Robert L. Kross,42483,AUTODESK INC,369.692,57,,,,1878,40063,2010,MALE,ADSK
Mark J. Hawkins,42484,AUTODESK INC,531.058,52,2,2005.755,-28.117,1878,40064,2010,MALE,ADSK
Pascal W. Di Fronzo,44073,AUTODESK INC,390.5,46,5,1327.566,,1878,41526,2010,MALE,ADSK
Carl Bass,25457,AUTODESK INC,945.192,54,1,15399.214,154.084,1878,24798,2011,MALE,ADSK
Robert L. Kross,42483,AUTODESK INC,378.077,58,5,2294.805,,1878,40063,2011,MALE,ADSK
Mark J. Hawkins,42484,AUTODESK INC,547.885,53,2,2740.884,36.651,1878,40064,2011,MALE,ADSK
Pascal W. Di Fronzo,44073,AUTODESK INC,388.096,47,3,2325.77,75.191,1878,41526,2011,MALE,ADSK
Steven M. Blum,45893,AUTODESK INC,378.08,46,4,3181.896,,1878,43178,2011,MALE,ADSK
Carl Bass,25457,AUTODESK INC,991,55,1,9406.409,-38.916,1878,24798,2012,MALE,ADSK
Jan Becker,32606,AUTODESK INC,395.557,60,5,1587.941,,1878,31229,2012,FEMALE,ADSK
Robert L. Kross,42483,AUTODESK INC,395.557,59,6,1593.916,-30.542,1878,40063,2012,MALE,ADSK
Mark J. Hawkins,42484,AUTODESK INC,571.076,54,2,2204.112,-19.584,1878,40064,2012,MALE,ADSK
Pascal W. Di Fronzo,44073,AUTODESK INC,424.961,48,3,1636.273,-29.646,1878,41526,2012,MALE,ADSK
Steven M. Blum,45893,AUTODESK INC,428.269,47,7,2023.34,-36.411,1878,43178,2012,MALE,ADSK
Amar Hanspal,47499,AUTODESK INC,407.173,50,4,1863.442,,1878,44608,2012,MALE,ADSK
Carl Bass,25457,AUTODESK INC,1027.654,56,1,8297.29,-11.791,1878,24798,2013,MALE,ADSK
Jan Becker,32606,AUTODESK INC,410.057,61,5,1329.536,-16.273,1878,31229,2013,FEMALE,ADSK
Mark J. Hawkins,42484,AUTODESK INC,595.884,55,2,1947.085,-11.661,1878,40064,2013,MALE,ADSK
Pascal W. Di Fronzo,44073,AUTODESK INC,441.019,49,4,1374.328,-16.009,1878,41526,2013,MALE,ADSK
Steven M. Blum,45893,AUTODESK INC,443.7,48,3,1496.379,-26.044,1878,43178,2013,MALE,ADSK
Carl Bass,25457,AUTODESK INC,1060.323,57,1,11040.453,33.061,1878,24798,2014,MALE,ADSK
Jan Becker,32606,AUTODESK INC,422.792,62,4,1999.969,50.426,1878,31229,2014,FEMALE,ADSK
Mark J. Hawkins,42484,AUTODESK INC,304.146,56,5,2017.692,3.626,1878,40064,2014,MALE,ADSK
Pascal W. Di Fronzo,44073,AUTODESK INC,457.162,50,3,2062.475,50.072,1878,41526,2014,MALE,ADSK
Steven M. Blum,45893,AUTODESK INC,460,49,2,2559.314,71.034,1878,43178,2014,MALE,ADSK
Richard Scott Herren,51057,AUTODESK INC,142.5,53,6,2436.595,,1878,47771,2014,MALE,ADSK
Carl Bass,25457,AUTODESK INC,1094.508,58,1,12176.677,10.291,1878,24798,2015,MALE,ADSK
Steven M. Blum,45893,AUTODESK INC,472.577,50,3,1326.62,-48.165,1878,43178,2015,MALE,ADSK
Amar Hanspal,47499,AUTODESK INC,467.155,53,4,825.611,,1878,44608,2015,MALE,ADSK
Richard Scott Herren,51057,AUTODESK INC,570,54,2,2074.27,-14.87,1878,47771,2015,MALE,ADSK
Andrew Anagnost,53144,AUTODESK INC,416.769,51,5,3030.836,,1878,49611,2015,MALE,ADSK
Carl Bass,25457,AUTODESK INC,1108.461,59,1,10723.778,-11.932,1878,24798,2016,MALE,ADSK
Steven M. Blum,45893,AUTODESK INC,547.033,51,4,6765.225,409.96,1878,43178,2016,MALE,ADSK
Amar Hanspal,47499,AUTODESK INC,554.231,54,3,6471.515,683.846,1878,44608,2016,MALE,ADSK
Richard Scott Herren,51057,AUTODESK INC,574.385,55,2,5384.874,159.603,1878,47771,2016,MALE,ADSK
Andrew Anagnost,53144,AUTODESK INC,423.231,52,5,5034.94,66.124,1878,49611,2016,MALE,ADSK
Carl Bass,25457,AUTODESK INC,57.5,60,7,8061.604,-24.825,1878,24798,2017,MALE,ADSK
Jan Becker,32606,AUTODESK INC,309.723,65,5,8208.926,,1878,31229,2017,FEMALE,ADSK
Pascal W. Di Fronzo,44073,AUTODESK INC,488.565,53,4,2768.182,,1878,41526,2017,MALE,ADSK
Steven M. Blum,45893,AUTODESK INC,558.48,52,3,3508.369,-48.141,1878,43178,2017,MALE,ADSK
Amar Hanspal,47499,AUTODESK INC,241.154,55,6,16752.238,158.861,1878,44608,2017,MALE,ADSK
Richard Scott Herren,51057,AUTODESK INC,586.446,56,2,4590.524,-14.752,1878,47771,2017,MALE,ADSK
Andrew Anagnost,53144,AUTODESK INC,659.846,53,1,12345.706,145.201,1878,49611,2017,MALE,ADSK
Pascal W. Di Fronzo,44073,AUTODESK INC,495.762,54,4,3182.571,14.97,1878,41526,2018,MALE,ADSK
Steven M. Blum,45893,AUTODESK INC,569.915,53,3,4142.646,18.079,1878,43178,2018,MALE,ADSK
Richard Scott Herren,51057,AUTODESK INC,599.246,57,2,5005.773,9.046,1878,47771,2018,MALE,ADSK
Andrew Anagnost,53144,AUTODESK INC,819.711,54,1,9021.758,-26.924,1878,49611,2018,MALE,ADSK
Carmel M. Galvin,62012,AUTODESK INC,361.539,49,,2734.129,,1878,56761,2018,FEMALE,ADSK
Pascal W. Di Fronzo,44073,AUTODESK INC,541.962,55,4,2780.77,-12.625,1878,41526,2019,MALE,ADSK
Steven M. Blum,45893,AUTODESK INC,623.615,54,3,4649.291,12.23,1878,43178,2019,MALE,ADSK
Richard Scott Herren,51057,AUTODESK INC,656.192,58,2,5863.885,17.142,1878,47771,2019,MALE,ADSK
Andrew Anagnost,53144,AUTODESK INC,904.327,55,1,11569.658,28.242,1878,49611,2019,MALE,ADSK
Carmel M. Galvin,62012,AUTODESK INC,465.385,50,,2769.691,1.301,1878,56761,2019,FEMALE,ADSK
Gary C. Butler,231,AUTOMATIC DATA PROCESSING,1000,63,1,4636.605,11.827,1891,2385,2010,MALE,ADP
Christopher R. Reidy,34360,AUTOMATIC DATA PROCESSING,532.4,53,2,1573.147,-1.748,1891,32790,2010,MALE,ADP
Regina R. Lee,38268,AUTOMATIC DATA PROCESSING,441.667,53,4,1711.564,22.827,1891,36249,2010,FEMALE,ADP
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,433.333,46,5,1843.186,-43.085,1891,36251,2010,MALE,ADP
Campbell B. Langdon,42903,AUTOMATIC DATA PROCESSING,450,49,3,1555.629,,1891,40448,2010,MALE,ADP
Gary C. Butler,231,AUTOMATIC DATA PROCESSING,1000,64,1,6104.548,31.66,1891,2385,2011,MALE,ADP
Christopher R. Reidy,34360,AUTOMATIC DATA PROCESSING,543.048,54,2,1781.126,13.221,1891,32790,2011,MALE,ADP
Regina R. Lee,38268,AUTOMATIC DATA PROCESSING,475.27,54,4,1812.827,5.916,1891,36249,2011,FEMALE,ADP
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,500,47,3,6873.41,272.909,1891,36251,2011,MALE,ADP
Steven J. Anenen,44707,AUTOMATIC DATA PROCESSING,425.003,58,5,1265.181,,1891,42118,2011,MALE,ADP
Gary C. Butler,231,AUTOMATIC DATA PROCESSING,371.8,65,6,6614.473,8.353,1891,2385,2012,MALE,ADP
Christopher R. Reidy,34360,AUTOMATIC DATA PROCESSING,560.002,55,2,1741.368,-2.232,1891,32790,2012,MALE,ADP
Regina R. Lee,38268,AUTOMATIC DATA PROCESSING,500.004,55,3,1781.567,-1.724,1891,36249,2012,FEMALE,ADP
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,729.744,48,1,7158.801,4.152,1891,36251,2012,MALE,ADP
Steven J. Anenen,44707,AUTOMATIC DATA PROCESSING,450.001,59,4,1271.793,0.523,1891,42118,2012,MALE,ADP
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,415.001,48,5,1285.973,,1891,43539,2012,MALE,ADP
Christopher R. Reidy,34360,AUTOMATIC DATA PROCESSING,289.995,56,6,2566.745,47.398,1891,32790,2013,MALE,ADP
Regina R. Lee,38268,AUTOMATIC DATA PROCESSING,516.254,56,3,1686.352,-5.344,1891,36249,2013,FEMALE,ADP
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,850,49,1,7161.666,0.04,1891,36251,2013,MALE,ADP
Steven J. Anenen,44707,AUTOMATIC DATA PROCESSING,462.376,60,5,1341.409,5.474,1891,42118,2013,MALE,ADP
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,492.484,49,4,2549.016,98.217,1891,43539,2013,MALE,ADP
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,475,47,2,1678.085,,1891,44861,2013,MALE,ADP
Regina R. Lee,38268,AUTOMATIC DATA PROCESSING,530.503,57,3,2035.151,20.684,1891,36249,2014,FEMALE,ADP
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,900,50,1,7167.841,0.086,1891,36251,2014,MALE,ADP
Steven J. Anenen,44707,AUTOMATIC DATA PROCESSING,475.004,61,5,1695.774,26.417,1891,42118,2014,MALE,ADP
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,550.001,50,2,2150.462,-15.636,1891,43539,2014,MALE,ADP
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,488.001,48,4,1632.208,-2.734,1891,44861,2014,MALE,ADP
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,1000,51,1,7091.497,-1.065,1891,36251,2015,MALE,ADP
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,590,51,2,3248.109,51.042,1891,43539,2015,MALE,ADP
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,501.4,49,,,,1891,44861,2015,MALE,ADP
Michael Anthony Bonarti,51548,AUTOMATIC DATA PROCESSING,480,50,3,2278.38,,1891,48196,2015,MALE,ADP
"Edward B. Flynn, III",51549,AUTOMATIC DATA PROCESSING,475,55,4,3072.873,,1891,48197,2015,MALE,ADP
Mark D. Benjamin,51550,AUTOMATIC DATA PROCESSING,450,44,5,2630.949,,1891,48198,2015,MALE,ADP
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,1000,52,1,5983.462,-15.625,1891,36251,2016,MALE,ADP
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,650,52,2,3397.048,4.585,1891,43539,2016,MALE,ADP
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,520,50,5,2310.98,,1891,44861,2016,MALE,ADP
Michael Anthony Bonarti,51548,AUTOMATIC DATA PROCESSING,510,51,,,,1891,48196,2016,MALE,ADP
"Edward B. Flynn, III",51549,AUTOMATIC DATA PROCESSING,525,56,4,1948.852,-36.579,1891,48197,2016,MALE,ADP
Mark D. Benjamin,51550,AUTOMATIC DATA PROCESSING,525,45,3,2291.755,-12.892,1891,48198,2016,MALE,ADP
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,1030,53,1,9829.272,64.274,1891,36251,2017,MALE,ADP
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,675,53,2,3524.309,3.746,1891,43539,2017,MALE,ADP
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,540,51,4,2048.905,-11.34,1891,44861,2017,MALE,ADP
Michael Anthony Bonarti,51548,AUTOMATIC DATA PROCESSING,530,52,5,2074.72,,1891,48196,2017,MALE,ADP
"Edward B. Flynn, III",51549,AUTOMATIC DATA PROCESSING,579.167,57,3,4187.014,114.845,1891,48197,2017,MALE,ADP
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,1055,54,1,8903.739,-9.416,1891,36251,2018,MALE,ADP
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,693.6,54,2,3190.928,-9.459,1891,43539,2018,MALE,ADP
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,554.9,52,4,2360.557,15.211,1891,44861,2018,MALE,ADP
Michael Anthony Bonarti,51548,AUTOMATIC DATA PROCESSING,544.6,53,5,2229.45,7.458,1891,48196,2018,MALE,ADP
"Edward B. Flynn, III",51549,AUTOMATIC DATA PROCESSING,616.5,58,3,2656.252,-36.56,1891,48197,2018,MALE,ADP
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,1100,55,1,11300.727,26.921,1891,36251,2019,MALE,ADP
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,714.4,55,2,4027.775,26.226,1891,43539,2019,MALE,ADP
Michael Anthony Bonarti,51548,AUTOMATIC DATA PROCESSING,560.9,54,3,3007.54,34.901,1891,48196,2019,MALE,ADP
Maria Black,62304,AUTOMATIC DATA PROCESSING,529.2,45,4,3012.651,,1891,57010,2019,FEMALE,ADP
Thomas J. Perrotti,62305,AUTOMATIC DATA PROCESSING,529.2,50,5,3028.929,,1891,57011,2019,MALE,ADP
Kathleen A. Winters,62306,AUTOMATIC DATA PROCESSING,138.334,51,,1613.318,,1891,51329,2019,FEMALE,ADP
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,988.969,56,2,9893.526,-12.452,1891,36251,2020,MALE,ADP
Maria Black,62304,AUTOMATIC DATA PROCESSING,550.35,46,4,4734.896,57.167,1891,57010,2020,FEMALE,ADP
Kathleen A. Winters,62306,AUTOMATIC DATA PROCESSING,645.627,52,1,3232.599,100.37,1891,51329,2020,FEMALE,ADP
John C. Ayala,64673,AUTOMATIC DATA PROCESSING,550.35,53,5,4757.286,,1891,59022,2020,MALE,ADP
Donald Weinstein,64674,AUTOMATIC DATA PROCESSING,566.325,51,3,4230.417,,1891,59023,2020,MALE,ADP
Dean A. Scarborough,18475,AVERY DENNISON CORP,965,55,1,8094.609,51.913,1913,18509,2010,MALE,AVY
Daniel R. O'Bryant,23449,AVERY DENNISON CORP,571,52,2,2522.933,17.81,1913,23040,2010,MALE,AVY
Timothy S. Clyde,37010,AVERY DENNISON CORP,510,47,4,2544.37,48.608,1913,35148,2010,MALE,AVY
Donald A. Nolan,38804,AVERY DENNISON CORP,516.667,49,3,2836.595,57.55,1913,36740,2010,MALE,AVY
R. Shawn Neville,43264,AVERY DENNISON CORP,491.667,47,5,2515.837,,1913,28761,2010,MALE,AVY
Mitchell R. Butier,43265,AVERY DENNISON CORP,425,39,6,1931.292,,1913,40785,2010,MALE,AVY
Dean A. Scarborough,18475,AVERY DENNISON CORP,1018.333,56,1,5325.609,-34.208,1913,18509,2011,MALE,AVY
Timothy S. Clyde,37010,AVERY DENNISON CORP,525.334,48,3,1587.11,-37.623,1913,35148,2011,MALE,AVY
Donald A. Nolan,38804,AVERY DENNISON CORP,542.535,50,2,1755.056,-38.128,1913,36740,2011,MALE,AVY
R. Shawn Neville,43264,AVERY DENNISON CORP,520,48,4,1704.645,-32.243,1913,28761,2011,MALE,AVY
Mitchell R. Butier,43265,AVERY DENNISON CORP,491.688,40,5,1544.714,-20.017,1913,40785,2011,MALE,AVY
Dean A. Scarborough,18475,AVERY DENNISON CORP,1040,57,1,7936.454,49.024,1913,18509,2012,MALE,AVY
Timothy S. Clyde,37010,AVERY DENNISON CORP,546.417,49,3,2350.377,48.092,1913,35148,2012,MALE,AVY
Donald A. Nolan,38804,AVERY DENNISON CORP,567.842,51,2,2787.572,58.831,1913,36740,2012,MALE,AVY
R. Shawn Neville,43264,AVERY DENNISON CORP,539.938,49,4,2320.042,36.101,1913,28761,2012,MALE,AVY
Mitchell R. Butier,43265,AVERY DENNISON CORP,533.785,41,5,2429.039,57.248,1913,40785,2012,MALE,AVY
Dean A. Scarborough,18475,AVERY DENNISON CORP,1063.25,58,1,8469.862,6.721,1913,18509,2013,MALE,AVY
Donald A. Nolan,38804,AVERY DENNISON CORP,608.358,52,2,2684.589,-3.694,1913,36740,2013,MALE,AVY
R. Shawn Neville,43264,AVERY DENNISON CORP,555.84,50,4,2576.535,11.056,1913,28761,2013,MALE,AVY
Mitchell R. Butier,43265,AVERY DENNISON CORP,571.279,42,3,2783.797,14.605,1913,40785,2013,MALE,AVY
Susan C. Miller,48333,AVERY DENNISON CORP,487.812,53,5,2267.556,,1913,45366,2013,FEMALE,AVY
Dean A. Scarborough,18475,AVERY DENNISON CORP,1095,59,1,7332.591,-13.427,1913,18509,2014,MALE,AVY
Donald A. Nolan,38804,AVERY DENNISON CORP,555.039,53,4,4045.926,50.709,1913,36740,2014,MALE,AVY
R. Shawn Neville,43264,AVERY DENNISON CORP,575.031,51,3,2305.606,-10.515,1913,28761,2014,MALE,AVY
Mitchell R. Butier,43265,AVERY DENNISON CORP,620.029,43,2,2868.863,3.056,1913,40785,2014,MALE,AVY
Susan C. Miller,48333,AVERY DENNISON CORP,502.446,54,5,2332.497,2.864,1913,45366,2014,FEMALE,AVY
Anne Hill,50005,AVERY DENNISON CORP,488.09,54,6,2458.186,,1913,46846,2014,FEMALE,AVY
Dean A. Scarborough,18475,AVERY DENNISON CORP,1119.545,60,1,8565.339,16.812,1913,18509,2015,MALE,AVY
R. Shawn Neville,43264,AVERY DENNISON CORP,388.884,52,6,4710.805,104.32,1913,28761,2015,MALE,AVY
Mitchell R. Butier,43265,AVERY DENNISON CORP,761.25,44,2,6559.073,128.63,1913,40785,2015,MALE,AVY
