EXEC_FULLNAME,CO_PER_ROL,CONAME,SALARY,AGE,EXECRANKANN,TDC1,TDC1_PCT,GVKEY,EXECID,YEAR,GENDER,TICKER,stock_price,eps,pe_ratio,roa,roe
Pascal W. Di Fronzo,44073,AUTODESK INC,441.019,49.0,4.0,1374.328,-16.009,1878,41526,2013,MALE,ADSK,50.5,1.02,49.5098,0.04979,0.10117
Steven M. Blum,45893,AUTODESK INC,443.7,48.0,3.0,1496.379,-26.044,1878,43178,2013,MALE,ADSK,50.5,1.02,49.5098,0.04979,0.10117
Carl Bass,25457,AUTODESK INC,1060.323,57.0,1.0,11040.453,33.061,1878,24798,2014,MALE,ADSK,63.0,0.36,175.0,0.01665,0.03686
Jan Becker,32606,AUTODESK INC,422.792,62.0,4.0,1999.969,50.426,1878,31229,2014,FEMALE,ADSK,63.0,0.36,175.0,0.01665,0.03686
Mark J. Hawkins,42484,AUTODESK INC,304.146,56.0,5.0,2017.692,3.626,1878,40064,2014,MALE,ADSK,63.0,0.36,175.0,0.01665,0.03686
Pascal W. Di Fronzo,44073,AUTODESK INC,457.162,50.0,3.0,2062.475,50.072,1878,41526,2014,MALE,ADSK,63.0,0.36,175.0,0.01665,0.03686
Steven M. Blum,45893,AUTODESK INC,460.0,49.0,2.0,2559.314,71.034,1878,43178,2014,MALE,ADSK,63.0,0.36,175.0,0.01665,0.03686
Richard Scott Herren,51057,AUTODESK INC,142.5,53.0,6.0,2436.595,,1878,47771,2014,MALE,ADSK,63.0,0.36,175.0,0.01665,0.03686
Carl Bass,25457,AUTODESK INC,1094.508,58.0,1.0,12176.677,10.291,1878,24798,2015,MALE,ADSK,65.78,-1.46,-45.05479,-0.05992,-0.20406
Steven M. Blum,45893,AUTODESK INC,472.577,50.0,3.0,1326.62,-48.165,1878,43178,2015,MALE,ADSK,65.78,-1.46,-45.05479,-0.05992,-0.20406
Amar Hanspal,47499,AUTODESK INC,467.155,53.0,4.0,825.611,,1878,44608,2015,MALE,ADSK,65.78,-1.46,-45.05479,-0.05992,-0.20406
Richard Scott Herren,51057,AUTODESK INC,570.0,54.0,2.0,2074.27,-14.87,1878,47771,2015,MALE,ADSK,65.78,-1.46,-45.05479,-0.05992,-0.20406
Andrew Anagnost,53144,AUTODESK INC,416.769,51.0,5.0,3030.836,,1878,49611,2015,MALE,ADSK,65.78,-1.46,-45.05479,-0.05992,-0.20406
Carl Bass,25457,AUTODESK INC,1108.461,59.0,1.0,10723.778,-11.932,1878,24798,2016,MALE,ADSK,83.08,-2.61,-31.83142,-0.12132,-0.79348
Steven M. Blum,45893,AUTODESK INC,547.033,51.0,4.0,6765.225,409.96,1878,43178,2016,MALE,ADSK,83.08,-2.61,-31.83142,-0.12132,-0.79348
Amar Hanspal,47499,AUTODESK INC,554.231,54.0,3.0,6471.515,683.846,1878,44608,2016,MALE,ADSK,83.08,-2.61,-31.83142,-0.12132,-0.79348
Richard Scott Herren,51057,AUTODESK INC,574.385,55.0,2.0,5384.874,159.603,1878,47771,2016,MALE,ADSK,83.08,-2.61,-31.83142,-0.12132,-0.79348
Andrew Anagnost,53144,AUTODESK INC,423.231,52.0,5.0,5034.94,66.124,1878,49611,2016,MALE,ADSK,83.08,-2.61,-31.83142,-0.12132,-0.79348
Carl Bass,25457,AUTODESK INC,57.5,60.0,7.0,8061.604,-24.825,1878,24798,2017,MALE,ADSK,131.1,-2.58,-50.81395,-0.13781,2.21445
Jan Becker,32606,AUTODESK INC,309.723,65.0,5.0,8208.926,,1878,31229,2017,FEMALE,ADSK,131.1,-2.58,-50.81395,-0.13781,2.21445
Pascal W. Di Fronzo,44073,AUTODESK INC,488.565,53.0,4.0,2768.182,,1878,41526,2017,MALE,ADSK,131.1,-2.58,-50.81395,-0.13781,2.21445
Steven M. Blum,45893,AUTODESK INC,558.48,52.0,3.0,3508.369,-48.141,1878,43178,2017,MALE,ADSK,131.1,-2.58,-50.81395,-0.13781,2.21445
Amar Hanspal,47499,AUTODESK INC,241.154,55.0,6.0,16752.238,158.861,1878,44608,2017,MALE,ADSK,131.1,-2.58,-50.81395,-0.13781,2.21445
Richard Scott Herren,51057,AUTODESK INC,586.446,56.0,2.0,4590.524,-14.752,1878,47771,2017,MALE,ADSK,131.1,-2.58,-50.81395,-0.13781,2.21445
Andrew Anagnost,53144,AUTODESK INC,659.846,53.0,1.0,12345.706,145.201,1878,49611,2017,MALE,ADSK,131.1,-2.58,-50.81395,-0.13781,2.21445
Pascal W. Di Fronzo,44073,AUTODESK INC,495.762,54.0,4.0,3182.571,14.97,1878,41526,2018,MALE,ADSK,159.94,-0.37,-432.27027,-0.01709,0.38312
Steven M. Blum,45893,AUTODESK INC,569.915,53.0,3.0,4142.646,18.079,1878,43178,2018,MALE,ADSK,159.94,-0.37,-432.27027,-0.01709,0.38312
Richard Scott Herren,51057,AUTODESK INC,599.246,57.0,2.0,5005.773,9.046,1878,47771,2018,MALE,ADSK,159.94,-0.37,-432.27027,-0.01709,0.38312
Andrew Anagnost,53144,AUTODESK INC,819.711,54.0,1.0,9021.758,-26.924,1878,49611,2018,MALE,ADSK,159.94,-0.37,-432.27027,-0.01709,0.38312
Carmel M. Galvin,62012,AUTODESK INC,361.539,49.0,,2734.129,,1878,56761,2018,FEMALE,ADSK,159.94,-0.37,-432.27027,-0.01709,0.38312
Pascal W. Di Fronzo,44073,AUTODESK INC,541.962,55.0,4.0,2780.77,-12.625,1878,41526,2019,MALE,ADSK,185.75,0.98,189.54082,0.03471,-1.54206
Steven M. Blum,45893,AUTODESK INC,623.615,54.0,3.0,4649.291,12.23,1878,43178,2019,MALE,ADSK,185.75,0.98,189.54082,0.03471,-1.54206
Richard Scott Herren,51057,AUTODESK INC,656.192,58.0,2.0,5863.885,17.142,1878,47771,2019,MALE,ADSK,185.75,0.98,189.54082,0.03471,-1.54206
Andrew Anagnost,53144,AUTODESK INC,904.327,55.0,1.0,11569.658,28.242,1878,49611,2019,MALE,ADSK,185.75,0.98,189.54082,0.03471,-1.54206
Carmel M. Galvin,62012,AUTODESK INC,465.385,50.0,,2769.691,1.301,1878,56761,2019,FEMALE,ADSK,185.75,0.98,189.54082,0.03471,-1.54206
Gary C. Butler,231,AUTOMATIC DATA PROCESSING,1000.0,63.0,1.0,4636.605,11.827,1891,2385,2010,MALE,ADP,47.17,2.41,19.57261,0.0451,0.2211
Christopher R. Reidy,34360,AUTOMATIC DATA PROCESSING,532.4,53.0,2.0,1573.147,-1.748,1891,32790,2010,MALE,ADP,47.17,2.41,19.57261,0.0451,0.2211
Regina R. Lee,38268,AUTOMATIC DATA PROCESSING,441.667,53.0,4.0,1711.564,22.827,1891,36249,2010,FEMALE,ADP,47.17,2.41,19.57261,0.0451,0.2211
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,433.333,46.0,5.0,1843.186,-43.085,1891,36251,2010,MALE,ADP,47.17,2.41,19.57261,0.0451,0.2211
Campbell B. Langdon,42903,AUTOMATIC DATA PROCESSING,450.0,49.0,3.0,1555.629,,1891,40448,2010,MALE,ADP,47.17,2.41,19.57261,0.0451,0.2211
Gary C. Butler,231,AUTOMATIC DATA PROCESSING,1000.0,64.0,1.0,6104.548,31.66,1891,2385,2011,MALE,ADP,55.12,2.54,21.70079,0.03663,0.20867
Christopher R. Reidy,34360,AUTOMATIC DATA PROCESSING,543.048,54.0,2.0,1781.126,13.221,1891,32790,2011,MALE,ADP,55.12,2.54,21.70079,0.03663,0.20867
Regina R. Lee,38268,AUTOMATIC DATA PROCESSING,475.27,54.0,4.0,1812.827,5.916,1891,36249,2011,FEMALE,ADP,55.12,2.54,21.70079,0.03663,0.20867
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,500.0,47.0,3.0,6873.41,272.909,1891,36251,2011,MALE,ADP,55.12,2.54,21.70079,0.03663,0.20867
Steven J. Anenen,44707,AUTOMATIC DATA PROCESSING,425.003,58.0,5.0,1265.181,,1891,42118,2011,MALE,ADP,55.12,2.54,21.70079,0.03663,0.20867
Gary C. Butler,231,AUTOMATIC DATA PROCESSING,371.8,65.0,6.0,6614.473,8.353,1891,2385,2012,MALE,ADP,59.96,2.85,21.0386,0.04506,0.2271
Christopher R. Reidy,34360,AUTOMATIC DATA PROCESSING,560.002,55.0,2.0,1741.368,-2.232,1891,32790,2012,MALE,ADP,59.96,2.85,21.0386,0.04506,0.2271
Regina R. Lee,38268,AUTOMATIC DATA PROCESSING,500.004,55.0,3.0,1781.567,-1.724,1891,36249,2012,FEMALE,ADP,59.96,2.85,21.0386,0.04506,0.2271
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,729.744,48.0,1.0,7158.801,4.152,1891,36251,2012,MALE,ADP,59.96,2.85,21.0386,0.04506,0.2271
Steven J. Anenen,44707,AUTOMATIC DATA PROCESSING,450.001,59.0,4.0,1271.793,0.523,1891,42118,2012,MALE,ADP,59.96,2.85,21.0386,0.04506,0.2271
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,415.001,48.0,5.0,1285.973,,1891,43539,2012,MALE,ADP,59.96,2.85,21.0386,0.04506,0.2271
Christopher R. Reidy,34360,AUTOMATIC DATA PROCESSING,289.995,56.0,6.0,2566.745,47.398,1891,32790,2013,MALE,ADP,83.82,2.83,29.61837,0.04357,0.22711
Regina R. Lee,38268,AUTOMATIC DATA PROCESSING,516.254,56.0,3.0,1686.352,-5.344,1891,36249,2013,FEMALE,ADP,83.82,2.83,29.61837,0.04357,0.22711
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,850.0,49.0,1.0,7161.666,0.04,1891,36251,2013,MALE,ADP,83.82,2.83,29.61837,0.04357,0.22711
Steven J. Anenen,44707,AUTOMATIC DATA PROCESSING,462.376,60.0,5.0,1341.409,5.474,1891,42118,2013,MALE,ADP,83.82,2.83,29.61837,0.04357,0.22711
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,492.484,49.0,4.0,2549.016,98.217,1891,43539,2013,MALE,ADP,83.82,2.83,29.61837,0.04357,0.22711
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,475.0,47.0,2.0,1678.085,,1891,44861,2013,MALE,ADP,83.82,2.83,29.61837,0.04357,0.22711
Regina R. Lee,38268,AUTOMATIC DATA PROCESSING,530.503,57.0,3.0,2035.151,20.684,1891,36249,2014,FEMALE,ADP,86.54,3.14,27.56051,0.0473,0.22726
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,900.0,50.0,1.0,7167.841,0.086,1891,36251,2014,MALE,ADP,86.54,3.14,27.56051,0.0473,0.22726
Steven J. Anenen,44707,AUTOMATIC DATA PROCESSING,475.004,61.0,5.0,1695.774,26.417,1891,42118,2014,MALE,ADP,86.54,3.14,27.56051,0.0473,0.22726
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,550.001,50.0,2.0,2150.462,-15.636,1891,43539,2014,MALE,ADP,86.54,3.14,27.56051,0.0473,0.22726
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,488.001,48.0,4.0,1632.208,-2.734,1891,44861,2014,MALE,ADP,86.54,3.14,27.56051,0.0473,0.22726
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,1000.0,51.0,1.0,7091.497,-1.065,1891,36251,2015,MALE,ADP,90.67,2.91,31.15808,0.04387,0.30207
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,590.0,51.0,2.0,3248.109,51.042,1891,43539,2015,MALE,ADP,90.67,2.91,31.15808,0.04387,0.30207
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,501.4,49.0,,,,1891,44861,2015,MALE,ADP,90.67,2.91,31.15808,0.04387,0.30207
Michael Anthony Bonarti,51548,AUTOMATIC DATA PROCESSING,480.0,50.0,3.0,2278.38,,1891,48196,2015,MALE,ADP,90.67,2.91,31.15808,0.04387,0.30207
"Edward B. Flynn, III",51549,AUTOMATIC DATA PROCESSING,475.0,55.0,4.0,3072.873,,1891,48197,2015,MALE,ADP,90.67,2.91,31.15808,0.04387,0.30207
Mark D. Benjamin,51550,AUTOMATIC DATA PROCESSING,450.0,44.0,5.0,2630.949,,1891,48198,2015,MALE,ADP,90.67,2.91,31.15808,0.04387,0.30207
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,1000.0,52.0,1.0,5983.462,-15.625,1891,36251,2016,MALE,ADP,103.88,3.27,31.76758,0.03418,0.33303
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,650.0,52.0,2.0,3397.048,4.585,1891,43539,2016,MALE,ADP,103.88,3.27,31.76758,0.03418,0.33303
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,520.0,50.0,5.0,2310.98,,1891,44861,2016,MALE,ADP,103.88,3.27,31.76758,0.03418,0.33303
Michael Anthony Bonarti,51548,AUTOMATIC DATA PROCESSING,510.0,51.0,,,,1891,48196,2016,MALE,ADP,103.88,3.27,31.76758,0.03418,0.33303
"Edward B. Flynn, III",51549,AUTOMATIC DATA PROCESSING,525.0,56.0,4.0,1948.852,-36.579,1891,48197,2016,MALE,ADP,103.88,3.27,31.76758,0.03418,0.33303
Mark D. Benjamin,51550,AUTOMATIC DATA PROCESSING,525.0,45.0,3.0,2291.755,-12.892,1891,48198,2016,MALE,ADP,103.88,3.27,31.76758,0.03418,0.33303
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,1030.0,53.0,1.0,9829.272,64.274,1891,36251,2017,MALE,ADP,121.77,3.87,31.46512,0.04662,0.43586
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,675.0,53.0,2.0,3524.309,3.746,1891,43539,2017,MALE,ADP,121.77,3.87,31.46512,0.04662,0.43586
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,540.0,51.0,4.0,2048.905,-11.34,1891,44861,2017,MALE,ADP,121.77,3.87,31.46512,0.04662,0.43586
Michael Anthony Bonarti,51548,AUTOMATIC DATA PROCESSING,530.0,52.0,5.0,2074.72,,1891,48196,2017,MALE,ADP,121.77,3.87,31.46512,0.04662,0.43586
"Edward B. Flynn, III",51549,AUTOMATIC DATA PROCESSING,579.167,57.0,3.0,4187.014,114.845,1891,48197,2017,MALE,ADP,121.77,3.87,31.46512,0.04662,0.43586
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,1055.0,54.0,1.0,8903.739,-9.416,1891,36251,2018,MALE,ADP,153.51,3.68,41.71467,0.0437,0.46849
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,693.6,54.0,2.0,3190.928,-9.459,1891,43539,2018,MALE,ADP,153.51,3.68,41.71467,0.0437,0.46849
Dermot J. O'Brien,47777,AUTOMATIC DATA PROCESSING,554.9,52.0,4.0,2360.557,15.211,1891,44861,2018,MALE,ADP,153.51,3.68,41.71467,0.0437,0.46849
Michael Anthony Bonarti,51548,AUTOMATIC DATA PROCESSING,544.6,53.0,5.0,2229.45,7.458,1891,48196,2018,MALE,ADP,153.51,3.68,41.71467,0.0437,0.46849
"Edward B. Flynn, III",51549,AUTOMATIC DATA PROCESSING,616.5,58.0,3.0,2656.252,-36.56,1891,48197,2018,MALE,ADP,153.51,3.68,41.71467,0.0437,0.46849
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,1100.0,55.0,1.0,11300.727,26.921,1891,36251,2019,MALE,ADP,174.5,5.27,33.11195,0.05474,0.4246
Jan Siegmund,46292,AUTOMATIC DATA PROCESSING,714.4,55.0,2.0,4027.775,26.226,1891,43539,2019,MALE,ADP,174.5,5.27,33.11195,0.05474,0.4246
Michael Anthony Bonarti,51548,AUTOMATIC DATA PROCESSING,560.9,54.0,3.0,3007.54,34.901,1891,48196,2019,MALE,ADP,174.5,5.27,33.11195,0.05474,0.4246
Maria Black,62304,AUTOMATIC DATA PROCESSING,529.2,45.0,4.0,3012.651,,1891,57010,2019,FEMALE,ADP,174.5,5.27,33.11195,0.05474,0.4246
Thomas J. Perrotti,62305,AUTOMATIC DATA PROCESSING,529.2,50.0,5.0,3028.929,,1891,57011,2019,MALE,ADP,174.5,5.27,33.11195,0.05474,0.4246
Kathleen A. Winters,62306,AUTOMATIC DATA PROCESSING,138.334,51.0,,1613.318,,1891,51329,2019,FEMALE,ADP,174.5,5.27,33.11195,0.05474,0.4246
Carlos A. Rodriguez,38270,AUTOMATIC DATA PROCESSING,988.969,56.0,2.0,9893.526,-12.452,1891,36251,2020,MALE,ADP,182.32,5.73,31.8185,0.06298,0.42879
Maria Black,62304,AUTOMATIC DATA PROCESSING,550.35,46.0,4.0,4734.896,57.167,1891,57010,2020,FEMALE,ADP,182.32,5.73,31.8185,0.06298,0.42879
Kathleen A. Winters,62306,AUTOMATIC DATA PROCESSING,645.627,52.0,1.0,3232.599,100.37,1891,51329,2020,FEMALE,ADP,182.32,5.73,31.8185,0.06298,0.42879
John C. Ayala,64673,AUTOMATIC DATA PROCESSING,550.35,53.0,5.0,4757.286,,1891,59022,2020,MALE,ADP,182.32,5.73,31.8185,0.06298,0.42879
Donald Weinstein,64674,AUTOMATIC DATA PROCESSING,566.325,51.0,3.0,4230.417,,1891,59023,2020,MALE,ADP,182.32,5.73,31.8185,0.06298,0.42879
Dean A. Scarborough,18475,AVERY DENNISON CORP,965.0,55.0,1.0,8094.609,51.913,1913,18509,2010,MALE,AVY,43.33,3.0,14.44333,0.06214,0.19256
Daniel R. O'Bryant,23449,AVERY DENNISON CORP,571.0,52.0,2.0,2522.933,17.81,1913,23040,2010,MALE,AVY,43.33,3.0,14.44333,0.06214,0.19256
Timothy S. Clyde,37010,AVERY DENNISON CORP,510.0,47.0,4.0,2544.37,48.608,1913,35148,2010,MALE,AVY,43.33,3.0,14.44333,0.06214,0.19256
Donald A. Nolan,38804,AVERY DENNISON CORP,516.667,49.0,3.0,2836.595,57.55,1913,36740,2010,MALE,AVY,43.33,3.0,14.44333,0.06214,0.19256
R. Shawn Neville,43264,AVERY DENNISON CORP,491.667,47.0,5.0,2515.837,,1913,28761,2010,MALE,AVY,43.33,3.0,14.44333,0.06214,0.19256
Mitchell R. Butier,43265,AVERY DENNISON CORP,425.0,39.0,6.0,1931.292,,1913,40785,2010,MALE,AVY,43.33,3.0,14.44333,0.06214,0.19256
Dean A. Scarborough,18475,AVERY DENNISON CORP,1018.333,56.0,1.0,5325.609,-34.208,1913,18509,2011,MALE,AVY,43.52,1.46,29.80822,0.03823,0.11462
Timothy S. Clyde,37010,AVERY DENNISON CORP,525.334,48.0,3.0,1587.11,-37.623,1913,35148,2011,MALE,AVY,43.52,1.46,29.80822,0.03823,0.11462
Donald A. Nolan,38804,AVERY DENNISON CORP,542.535,50.0,2.0,1755.056,-38.128,1913,36740,2011,MALE,AVY,43.52,1.46,29.80822,0.03823,0.11462
R. Shawn Neville,43264,AVERY DENNISON CORP,520.0,48.0,4.0,1704.645,-32.243,1913,28761,2011,MALE,AVY,43.52,1.46,29.80822,0.03823,0.11462
Mitchell R. Butier,43265,AVERY DENNISON CORP,491.688,40.0,5.0,1544.714,-20.017,1913,40785,2011,MALE,AVY,43.52,1.46,29.80822,0.03823,0.11462
Dean A. Scarborough,18475,AVERY DENNISON CORP,1040.0,57.0,1.0,7936.454,49.024,1913,18509,2012,MALE,AVY,35.32,1.65,21.40606,0.04219,0.13625
Timothy S. Clyde,37010,AVERY DENNISON CORP,546.417,49.0,3.0,2350.377,48.092,1913,35148,2012,MALE,AVY,35.32,1.65,21.40606,0.04219,0.13625
Donald A. Nolan,38804,AVERY DENNISON CORP,567.842,51.0,2.0,2787.572,58.831,1913,36740,2012,MALE,AVY,35.32,1.65,21.40606,0.04219,0.13625
R. Shawn Neville,43264,AVERY DENNISON CORP,539.938,49.0,4.0,2320.042,36.101,1913,28761,2012,MALE,AVY,35.32,1.65,21.40606,0.04219,0.13625
Mitchell R. Butier,43265,AVERY DENNISON CORP,533.785,41.0,5.0,2429.039,57.248,1913,40785,2012,MALE,AVY,35.32,1.65,21.40606,0.04219,0.13625
Dean A. Scarborough,18475,AVERY DENNISON CORP,1063.25,58.0,1.0,8469.862,6.721,1913,18509,2013,MALE,AVY,50.88,2.48,20.51613,0.04681,0.14462
Donald A. Nolan,38804,AVERY DENNISON CORP,608.358,52.0,2.0,2684.589,-3.694,1913,36740,2013,MALE,AVY,50.88,2.48,20.51613,0.04681,0.14462
R. Shawn Neville,43264,AVERY DENNISON CORP,555.84,50.0,4.0,2576.535,11.056,1913,28761,2013,MALE,AVY,50.88,2.48,20.51613,0.04681,0.14462
Mitchell R. Butier,43265,AVERY DENNISON CORP,571.279,42.0,3.0,2783.797,14.605,1913,40785,2013,MALE,AVY,50.88,2.48,20.51613,0.04681,0.14462
Susan C. Miller,48333,AVERY DENNISON CORP,487.812,53.0,5.0,2267.556,,1913,45366,2013,FEMALE,AVY,50.88,2.48,20.51613,0.04681,0.14462
Dean A. Scarborough,18475,AVERY DENNISON CORP,1095.0,59.0,1.0,7332.591,-13.427,1913,18509,2014,MALE,AVY,52.92,2.68,19.74627,0.05708,0.23338
Donald A. Nolan,38804,AVERY DENNISON CORP,555.039,53.0,4.0,4045.926,50.709,1913,36740,2014,MALE,AVY,52.92,2.68,19.74627,0.05708,0.23338
R. Shawn Neville,43264,AVERY DENNISON CORP,575.031,51.0,3.0,2305.606,-10.515,1913,28761,2014,MALE,AVY,52.92,2.68,19.74627,0.05708,0.23338
Mitchell R. Butier,43265,AVERY DENNISON CORP,620.029,43.0,2.0,2868.863,3.056,1913,40785,2014,MALE,AVY,52.92,2.68,19.74627,0.05708,0.23338
Susan C. Miller,48333,AVERY DENNISON CORP,502.446,54.0,5.0,2332.497,2.864,1913,45366,2014,FEMALE,AVY,52.92,2.68,19.74627,0.05708,0.23338
Anne Hill,50005,AVERY DENNISON CORP,488.09,54.0,6.0,2458.186,,1913,46846,2014,FEMALE,AVY,52.92,2.68,19.74627,0.05708,0.23338
Dean A. Scarborough,18475,AVERY DENNISON CORP,1119.545,60.0,1.0,8565.339,16.812,1913,18509,2015,MALE,AVY,66.65,3.01,22.14286,0.06636,0.28404
R. Shawn Neville,43264,AVERY DENNISON CORP,388.884,52.0,6.0,4710.805,104.32,1913,28761,2015,MALE,AVY,66.65,3.01,22.14286,0.06636,0.28404
Mitchell R. Butier,43265,AVERY DENNISON CORP,761.25,44.0,2.0,6559.073,128.63,1913,40785,2015,MALE,AVY,66.65,3.01,22.14286,0.06636,0.28404
Susan C. Miller,48333,AVERY DENNISON CORP,513.723,55.0,,,,1913,45366,2015,FEMALE,AVY,66.65,3.01,22.14286,0.06636,0.28404
Anne Hill,50005,AVERY DENNISON CORP,499.045,55.0,4.0,2281.633,-7.182,1913,46846,2015,FEMALE,AVY,66.65,3.01,22.14286,0.06636,0.28404
Anne L. Bramman,51958,AVERY DENNISON CORP,425.868,47.0,3.0,2787.475,,1913,48553,2015,FEMALE,AVY,66.65,3.01,22.14286,0.06636,0.28404
Georges Gravanis,51959,AVERY DENNISON CORP,440.528,57.0,5.0,2735.788,,1913,48554,2015,MALE,AVY,66.65,3.01,22.14286,0.06636,0.28404
Dean A. Scarborough,18475,AVERY DENNISON CORP,958.353,61.0,2.0,5451.552,-36.353,1913,18509,2016,MALE,AVY,79.27,3.6,22.01944,0.07295,0.34652
Mitchell R. Butier,43265,AVERY DENNISON CORP,988.333,45.0,1.0,2973.931,-54.659,1913,40785,2016,MALE,AVY,79.27,3.6,22.01944,0.07295,0.34652
Susan C. Miller,48333,AVERY DENNISON CORP,527.87,56.0,4.0,1123.327,,1913,45366,2016,FEMALE,AVY,79.27,3.6,22.01944,0.07295,0.34652
Anne Hill,50005,AVERY DENNISON CORP,512.787,56.0,6.0,2062.851,-9.589,1913,46846,2016,FEMALE,AVY,79.27,3.6,22.01944,0.07295,0.34652
Anne L. Bramman,51958,AVERY DENNISON CORP,568.769,48.0,3.0,2496.79,-10.428,1913,48553,2016,FEMALE,AVY,79.27,3.6,22.01944,0.07295,0.34652
Georges Gravanis,51959,AVERY DENNISON CORP,523.775,58.0,5.0,2535.942,-7.305,1913,48554,2016,MALE,AVY,79.27,3.6,22.01944,0.07295,0.34652
Mitchell R. Butier,43265,AVERY DENNISON CORP,1124.75,46.0,1.0,10615.236,256.943,1913,40785,2017,MALE,AVY,117.92,3.19,36.96552,0.05486,0.26936
Susan C. Miller,48333,AVERY DENNISON CORP,543.706,57.0,4.0,3231.717,187.692,1913,45366,2017,FEMALE,AVY,117.92,3.19,36.96552,0.05486,0.26936
Anne Hill,50005,AVERY DENNISON CORP,528.171,57.0,5.0,2173.689,5.373,1913,46846,2017,FEMALE,AVY,117.92,3.19,36.96552,0.05486,0.26936
Anne L. Bramman,51958,AVERY DENNISON CORP,241.772,49.0,6.0,2760.62,10.567,1913,48553,2017,FEMALE,AVY,117.92,3.19,36.96552,0.05486,0.26936
Georges Gravanis,51959,AVERY DENNISON CORP,618.551,59.0,2.0,2251.909,-11.2,1913,48554,2017,MALE,AVY,117.92,3.19,36.96552,0.05486,0.26936
Gregory S. Lovins,56524,AVERY DENNISON CORP,480.949,44.0,3.0,2371.137,,1913,52444,2017,MALE,AVY,117.92,3.19,36.96552,0.05486,0.26936
Mitchell R. Butier,43265,AVERY DENNISON CORP,1133.0,47.0,2.0,8709.697,-17.951,1913,40785,2018,MALE,AVY,123.67,5.35,23.11589,0.09028,0.48937
Susan C. Miller,48333,AVERY DENNISON CORP,560.017,58.0,5.0,2145.897,-33.599,1913,45366,2018,FEMALE,AVY,123.67,5.35,23.11589,0.09028,0.48937
Georges Gravanis,51959,AVERY DENNISON CORP,651.785,60.0,3.0,2370.465,5.265,1913,48554,2018,MALE,AVY,123.67,5.35,23.11589,0.09028,0.48937
Gregory S. Lovins,56524,AVERY DENNISON CORP,587.5,45.0,4.0,2405.725,1.459,1913,52444,2018,MALE,AVY,123.67,5.35,23.11589,0.09028,0.48937
Deon Stander,60883,AVERY DENNISON CORP,535.29,49.0,1.0,2641.795,,1913,55790,2018,MALE,AVY,123.67,5.35,23.11589,0.09028,0.48937
Mitchell R. Butier,43265,AVERY DENNISON CORP,1133.0,48.0,1.0,7987.008,-8.298,1913,40785,2019,MALE,AVY,134.56,3.61,37.27424,0.05531,0.25216
Susan C. Miller,48333,AVERY DENNISON CORP,576.817,59.0,4.0,2053.797,-4.292,1913,45366,2019,FEMALE,AVY,134.56,3.61,37.27424,0.05531,0.25216
Georges Gravanis,51959,AVERY DENNISON CORP,653.884,61.0,2.0,2158.583,-8.938,1913,48554,2019,MALE,AVY,134.56,3.61,37.27424,0.05531,0.25216
Gregory S. Lovins,56524,AVERY DENNISON CORP,613.5,46.0,3.0,2655.172,10.369,1913,52444,2019,MALE,AVY,134.56,3.61,37.27424,0.05531,0.25216
Deon Stander,60883,AVERY DENNISON CORP,551.086,50.0,5.0,2021.873,-23.466,1913,55790,2019,MALE,AVY,134.56,3.61,37.27424,0.05531,0.25216
Roy David Hoover,9437,BALL CORP,1155.0,64.0,1.0,10078.996,12.912,1988,10850,2010,MALE,BLL,69.7,6.01,11.59734,0.06755,0.3083
Raymond J. Seabrook,14037,BALL CORP,600.0,59.0,3.0,3484.731,30.008,1988,14426,2010,MALE,BLL,69.7,6.01,11.59734,0.06755,0.3083
David A. Westerlund,14038,BALL CORP,455.5,59.0,4.0,2749.625,12.095,1988,14427,2010,MALE,BLL,69.7,6.01,11.59734,0.06755,0.3083
John A. Hayes,32263,BALL CORP,725.0,45.0,2.0,8416.997,133.914,1988,30913,2010,MALE,BLL,69.7,6.01,11.59734,0.06755,0.3083
Scott C. Morrison,43268,BALL CORP,400.0,48.0,5.0,1963.06,,1988,40788,2010,MALE,BLL,69.7,6.01,11.59734,0.06755,0.3083
